dataset,conversation_id,turn_id,video_id,level,level_label,speaker_role,turn_text,n_utterances_in_turn,turn_order,turn_embedding_idx,episode_id
wired,wired_internet_14,3,internet,2,undergraduate,expert,Have you taken any courses on the internet or studied it at all?,1,2,1174,0
wired,wired_internet_14,4,internet,2,undergraduate,partner,"I've taken Applied Internet Technology, So we've talked about backend/frontend frameworks and libraries, things like that.",1,3,1175,0
wired,wired_internet_14,5,internet,2,undergraduate,expert,"Okay, so really at the application level?",1,4,1176,0
wired,wired_internet_14,6,internet,2,undergraduate,partner,"At the application level, for sure.",1,5,1177,0
wired,wired_internet_14,7,internet,2,undergraduate,expert,"I wanted to ask you a little bit about what you know about the history of the internet. Have you heard of ARPANET, for example?",2,6,1178,0
wired,wired_internet_14,8,internet,2,undergraduate,partner,I have not heard of ARPANET.,1,7,1179,0
wired,wired_internet_14,9,internet,2,undergraduate,expert,"Okay, back into the 1960s, there was a research agency in the United States called DARPA, the Defense Advanced Research Projects Agency. Actually, it was called ARPA at the time. They wanted to build this notion of a packet-switching network. Not a circuit switch network like a phone network where you get a dedicated path and a dedicated set of bandwidth and links from source to destination.",4,8,1180,0
wired,wired_internet_14,10,internet,2,undergraduate,partner,"So what would packet switching enable? I'm sure there's something big here, for sure.",2,9,1181,0
wired,wired_internet_14,11,internet,2,undergraduate,expert,"There's a lot big, right? And so remember, this was a Department of Defense, was they wanted to have forms of of communication that were very robust, that were survivable. Packets could all find their own ways, be routed differently through the network. So if parts of the network failed, you could route around failures.",4,10,1182,0
wired,wired_internet_14,12,internet,2,undergraduate,partner,Sounds like the reason for like a request response type of structure.,1,11,1183,0
wired,wired_internet_14,13,internet,2,undergraduate,expert,"So you can sort of see how the network architecture that wasn't designed to be 100% reliable inside the core of the network, and had that complexity built into the edges of the network. And to me, the really cool thing is you put this infrastructure in place, and then all these super creative people think about amazing things to build on top of it. And you see this proliferation of amazing applications.",3,12,1184,0
wired,wired_internet_14,14,internet,2,undergraduate,partner,"Abstraction, I think it's the reason why everything.",1,13,1185,0
wired,wired_internet_14,15,internet,2,undergraduate,expert,"Ah ha! Spoken like a real computer scientist, right? You're a computer scientist. I'm a computer scientist. We talk about APIs, application programming interfaces. The API for the internet is something called a socket. And a socket simply says, I can communicate if I know your internet address, you know, 128.119.40.186, that number is the IP address of my server, the University of Massachusetts. If you know that, you can write a program anywhere in the world and send a message, and it'll pop out at my end.",6,14,1186,0
wired,wired_internet_14,16,internet,2,undergraduate,partner,"I will be remembering that. I've heard that there are like seven keys to the internet, something like that.",2,15,1187,0
wired,wired_internet_14,17,internet,2,undergraduate,expert,"Okay, well I don't know about the number seven, but there's something in the internet that's sort of similar to that. It's called the Domain Name System. The DNS's role is to translate names like [gaia.cs.umass.edu], or [ibm.com], or [facebook.com] to an IP address so that your application can actually send a message to that name, to that named service.",3,16,1188,0
wired,wired_internet_14,18,internet,2,undergraduate,partner,This whatever quantity of people is able to have some form of control?,1,17,1189,0
wired,wired_internet_14,19,internet,2,undergraduate,expert,So that's a great question. Who do you think controls the internet?,2,18,1190,0
wired,wired_internet_14,20,internet,2,undergraduate,partner,I'm pretty sure the internet is fairly decentralized.,1,19,1191,0
wired,wired_internet_14,21,internet,2,undergraduate,expert,Okay. What does that mean?,1,20,1192,0
wired,wired_internet_14,22,internet,2,undergraduate,partner,No one authority holds control over any sort of decisions or destinations.,1,21,1193,0
wired,wired_internet_14,23,internet,2,undergraduate,expert,"That's 98% true. And if you own a network, like you're [att.com], or your [verizon.com], you can do, within that network, you can do what you want, right? So in that sense, the internet is very decentralized, that the control of the network is up to whoever owns the network. The 2% where you said there's nobody in control, there's a little bit of centralized control. There's an organization called the Internet Corporation for Assigned Names and Numbers. Its responsibility is to handle, as the name ICANN suggests, names and numbers. It's that little bit of centralization, central authority that you need.",7,22,1194,0
wired,wired_internet_14,24,internet,2,undergraduate,partner,When can we see the next tenfold increase in Wi-Fi speed?,1,23,1195,1
wired,wired_internet_14,25,internet,2,undergraduate,expert,"In terms of tenfold speeds of increases, depending on what device you're using right now, it's available, all you need to do is upgrade. So the Wi-Fi protocol's called 802.11. And this is sometimes a source of confusion for people. How can it be that I've got a connection at 100 megabits per second from our TV into our router? 100 megabits per second not enough?",5,24,1196,1
